target_name,target_accession,tlen,query_name,query_accession,query_len,full_evalue,full_score,full_bias,domain_num,domain_total,domain_c_evalue,domain_i_evalue,domain_score,domain_bias,hmm_coord_from,hmm_coord_to,ali_coord_from,ali_coord_to,env_coord_from,env_coord_to,accuracy,description,full_query_name
CHZ,PF09649.6,37,Transcript_6397,-,181,1.9e-20,71.9,3.1,3,3,1.0,16000.0,-5.4,5.9,0,7,513,534,495,540,0.68,Histone chaperone domain CHZ,Transcript_6397.p2
ELFV_dehydrog,PF00208.17,243,Transcript_6398,-,455,3.2e-85,285.6,2.8,1,1,4.9e-89,3.9e-85,285.3,2.8,0,243,549,1353,549,1353,0.93,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,Transcript_6398.p1
ELFV_dehydrog_N,PF02812.14,130,Transcript_6398,-,455,5.4e-48,162.0,0.0,1,1,1.4e-51,1.2e-47,160.9,0.0,0,129,114,498,114,501,0.99,"Glu/Leu/Phe/Val dehydrogenase, dimerisation domain",Transcript_6398.p1
GDA1_CD39,PF01150.13,422,Transcript_6399,-,519,5.2e-147,489.8,0.0,1,1,3.7e-151,6e-147,489.6,0.0,1,421,252,1551,249,1554,0.99,GDA1/CD39 (nucleoside phosphatase) family,Transcript_6399.p1
Ras,PF00071.18,162,Transcript_6401,-,211,2.4e-60,202.7,0.0,1,1,7.2e-64,2.9e-60,202.4,0.0,0,160,24,513,24,519,0.98,Ras family,Transcript_6401.p1
Roc,PF08477.9,120,Transcript_6401,-,211,8.5e-36,122.7,0.0,1,1,3e-39,1.2e-35,122.2,0.0,0,120,24,372,24,372,0.89,"Ras of Complex, Roc, domain of DAPkinase",Transcript_6401.p1
Arf,PF00025.17,175,Transcript_6401,-,211,5.6e-18,64.9,0.1,1,1,1.6e-21,6.5e-18,64.7,0.1,12,168,15,492,0,513,0.87,ADP-ribosylation factor family,Transcript_6401.p1
Gtr1_RagA,PF04670.8,232,Transcript_6401,-,211,8.3e-08,31.7,0.0,1,1,2.7e-11,1.1e-07,31.3,0.0,0,143,24,432,24,480,0.81,Gtr1/RagA G protein conserved region,Transcript_6401.p1
zf-CCCH,PF00642.20,27,Transcript_6406,-,302,1.2e-11,44.1,10.7,1,2,5.4e-10,4.4e-06,26.3,3.2,0,27,261,339,261,339,0.86,Zinc finger C-x8-C-x5-C-x3-H type (and similar),Transcript_6406.p1
zf-CCCH,PF00642.20,27,Transcript_6406,-,302,1.2e-11,44.1,10.7,2,2,1.2e-08,9.6e-05,22.1,0.8,4,25,366,426,363,432,0.9,Zinc finger C-x8-C-x5-C-x3-H type (and similar),Transcript_6406.p1
Torus,PF16131.1,109,Transcript_6406,-,302,3.7e-08,33.9,11.0,1,3,9.5e-07,0.0077,16.8,1.0,60,92,228,336,84,363,0.7,Torus domain,Transcript_6406.p1
Torus,PF16131.1,109,Transcript_6406,-,302,3.7e-08,33.9,11.0,2,3,6.6e-09,5.3e-05,23.7,0.3,67,101,354,456,339,477,0.81,Torus domain,Transcript_6406.p1
Torus,PF16131.1,109,Transcript_6406,-,302,3.7e-08,33.9,11.0,3,3,0.58,4700.0,-1.9,0.1,22,37,735,780,693,852,0.61,Torus domain,Transcript_6406.p1
Transcrip_reg,PF01709.16,231,Transcript_6407,-,304,2.9e-69,233.0,2.5,1,1,2.1e-73,3.4e-69,232.8,2.5,0,231,126,900,126,900,0.91,Transcriptional regulator,Transcript_6407.p1
Ala_racemase_N,PF01168.16,219,Transcript_6409,-,260,7.7e-20,71.3,0.0,1,1,5.9e-24,9.5e-20,71.0,0.0,20,219,129,753,81,753,0.86,"Alanine racemase, N-terminal domain",Transcript_6409.p1
PLDc_2,PF13091.2,134,Transcript_6411,-,194,3.6e-08,33.2,0.0,1,1,6.8e-12,5.5e-08,32.7,0.0,38,123,141,441,114,456,0.75,PLD-like domain,Transcript_6411.p1
PLDc,PF00614.18,28,Transcript_6411,-,194,1.7e-07,30.9,0.0,1,1,3.4e-11,2.7e-07,30.3,0.0,3,28,309,384,300,384,0.92,Phospholipase D Active site motif,Transcript_6411.p1
PHD,PF00628.25,52,Transcript_6413,-,507,2.3e-12,46.4,8.8,1,1,2.5e-16,4.1e-12,45.7,8.8,0,51,219,366,219,369,0.9,PHD-finger,Transcript_6413.p1
PHD,PF00628.25,52,Transcript_6413,-,507,2.3e-12,46.4,8.8,1,1,2.5e-16,4.1e-12,45.7,8.8,0,51,219,366,219,369,0.9,PHD-finger,Transcript_6413.p2
HSP20,PF00011.17,101,Transcript_6416,-,213,2e-27,95.1,2.2,1,1,1.6e-31,2.7e-27,94.8,2.2,0,101,279,615,279,615,0.96,Hsp20/alpha crystallin family,Transcript_6416.p1
PIN_4,PF13638.2,131,Transcript_6417,-,175,1.1e-11,45.0,0.0,1,1,1.3e-15,2.1e-11,44.1,0.0,67,130,12,186,3,189,0.88,PIN domain,Transcript_6417.p1
UCH,PF00443.25,264,Transcript_6418,-,107,7.8e-08,31.8,9.5,1,1,1.7e-11,2.8e-07,29.9,9.5,209,264,3,303,0,303,0.74,Ubiquitin carboxyl-terminal hydrolase,Transcript_6418.p2
AEP1,PF17049.1,396,Transcript_6420,-,509,1.6e-137,458.6,11.6,1,1,1.3e-141,2.1e-137,458.3,11.6,0,395,117,1314,117,1317,0.99,ATPase expression protein 1,Transcript_6420.p1
Ste50p-SAM,PF09235.6,75,Transcript_6421,-,347,3.6e-40,135.9,5.2,1,1,8.4e-44,6.8e-40,135.0,5.2,0,75,87,312,87,312,0.99,"Ste50p, sterile alpha motif",Transcript_6421.p1
RA,PF00788.19,93,Transcript_6421,-,347,2.4e-15,56.8,0.0,1,1,6.4e-19,5.2e-15,55.7,0.0,10,92,735,978,714,981,0.94,Ras association (RalGDS/AF-6) domain,Transcript_6421.p1
Atg8,PF02991.12,104,Transcript_6422,-,118,1.2e-50,169.8,0.1,1,1,1.7e-54,1.4e-50,169.7,0.1,0,104,36,348,36,348,0.99,Autophagy protein Atg8 ubiquitin like,Transcript_6422.p1
APG12,PF04110.9,87,Transcript_6422,-,118,8.2e-07,29.2,0.0,1,1,1.3e-10,1e-06,28.9,0.0,9,87,114,348,90,348,0.91,Ubiquitin-like autophagy protein Apg12,Transcript_6422.p1
TPR_11,PF13414.2,68,Transcript_6423,-,149,9.8e-14,51.1,0.1,1,1,6.1e-17,1.4e-13,50.6,0.1,3,66,123,312,114,318,0.94,TPR repeat,Transcript_6423.p1
TPR_1,PF00515.24,34,Transcript_6423,-,149,7.6e-12,44.4,0.7,1,2,2e-07,0.00046,19.7,0.1,6,34,138,222,129,222,0.91,Tetratricopeptide repeat,Transcript_6423.p1
TPR_1,PF00515.24,34,Transcript_6423,-,149,7.6e-12,44.4,0.7,2,2,1.8e-08,4.1e-05,23.1,0.1,2,29,228,309,222,312,0.92,Tetratricopeptide repeat,Transcript_6423.p1
TPR_2,PF07719.13,34,Transcript_6423,-,149,7.6e-10,38.0,0.1,1,2,2.1e-07,0.00048,19.9,0.1,5,34,135,222,123,222,0.93,Tetratricopeptide repeat,Transcript_6423.p1
TPR_2,PF07719.13,34,Transcript_6423,-,149,7.6e-10,38.0,0.1,2,2,3.5e-06,0.0081,16.1,0.0,2,30,228,312,222,324,0.9,Tetratricopeptide repeat,Transcript_6423.p1
TPR_16,PF13432.2,65,Transcript_6423,-,149,2.7e-09,37.5,0.0,1,2,2.8e-10,6.4e-07,29.9,0.0,1,55,135,297,132,309,0.94,Tetratricopeptide repeat,Transcript_6423.p1
TPR_16,PF13432.2,65,Transcript_6423,-,149,2.7e-09,37.5,0.0,2,2,0.00012,0.28,12.0,0.0,2,32,240,336,234,387,0.76,Tetratricopeptide repeat,Transcript_6423.p1
TPR_12,PF13424.2,79,Transcript_6423,-,149,9.7e-07,28.9,0.1,1,1,6.6e-10,1.5e-06,28.3,0.1,10,75,138,309,117,315,0.95,Tetratricopeptide repeat,Transcript_6423.p1
TPR_19,PF14559.2,68,Transcript_6423,-,149,3e-06,27.5,0.0,1,1,1.8e-09,4.1e-06,27.0,0.0,0,56,150,318,150,351,0.91,Tetratricopeptide repeat,Transcript_6423.p1
TPR_7,PF13176.2,36,Transcript_6423,-,149,5.2e-06,26.0,0.1,1,2,0.00018,0.41,10.6,0.0,5,33,141,219,135,225,0.82,Tetratricopeptide repeat,Transcript_6423.p1
TPR_7,PF13176.2,36,Transcript_6423,-,149,5.2e-06,26.0,0.1,2,2,3e-05,0.07,13.1,0.1,1,30,231,312,231,333,0.89,Tetratricopeptide repeat,Transcript_6423.p1
MgsA_C,PF12002.4,167,Transcript_6424,-,176,5.9e-52,175.8,0.2,1,1,4.4e-56,7.1e-52,175.6,0.2,4,143,3,432,0,465,0.95,MgsA AAA+ ATPase C terminal,Transcript_6424.p1
PNK3P,PF08645.7,162,Transcript_6425,-,160,3.2e-20,72.3,0.1,1,1,2.4e-24,3.9e-20,72.0,0.1,0,92,87,414,87,453,0.9,Polynucleotide kinase 3 phosphatase,Transcript_6425.p1
Gly_transf_sug,PF04488.11,103,Transcript_6427,-,272,3.2e-21,75.7,0.2,1,2,8.2e-25,1.3e-20,73.7,0.0,0,97,168,417,168,435,0.95,Glycosyltransferase sugar-binding region containing DXD motif,Transcript_6427.p1
Gly_transf_sug,PF04488.11,103,Transcript_6427,-,272,3.2e-21,75.7,0.2,2,2,0.12,1900.0,-0.6,0.0,18,43,606,681,498,750,0.7,Glycosyltransferase sugar-binding region containing DXD motif,Transcript_6427.p1
ADH_zinc_N,PF00107.22,130,Transcript_6429,-,167,2.8e-22,78.9,0.5,1,1,4.7e-26,3.8e-22,78.4,0.5,11,129,0,372,0,375,0.97,Zinc-binding dehydrogenase,Transcript_6429.p1
ADH_zinc_N_2,PF13602.2,134,Transcript_6429,-,167,6.3e-10,40.1,0.0,1,1,9.4e-14,7.6e-10,39.8,0.0,9,122,111,447,66,486,0.81,Zinc-binding dehydrogenase,Transcript_6429.p1
Hydrolase,PF00702.22,213,Transcript_6430,-,231,5.6e-10,39.8,0.0,1,1,8.8e-14,7.2e-10,39.4,0.0,90,213,117,513,6,513,0.8,haloacid dehalogenase-like hydrolase,Transcript_6430.p1
HAD_2,PF13419.2,189,Transcript_6430,-,231,8.8e-08,32.6,0.0,1,1,1.6e-11,1.3e-07,32.1,0.0,93,188,231,528,3,531,0.79,Haloacid dehalogenase-like hydrolase,Transcript_6430.p1
CLU,PF13236.2,221,Transcript_6431,-,202,5.5e-07,29.5,0.1,1,1,5.1e-11,8.3e-07,28.9,0.1,0,40,483,603,483,606,0.95,Clustered mitochondria,Transcript_6431.p1
Svf1,PF08622.6,328,Transcript_6432,-,127,1.9e-18,66.6,0.1,1,1,1.6e-22,2.6e-18,66.2,0.1,0,60,186,381,186,381,0.86,Svf1-like,Transcript_6432.p1
eIF3_subunit,PF08597.6,242,Transcript_6433,-,281,1.2e-53,182.4,15.9,1,1,1.2e-57,1.9e-53,181.7,15.9,0,242,45,840,42,840,0.85,Translation initiation factor eIF3 subunit,Transcript_6433.p1
SH3_1,PF00018.24,48,Transcript_6433,-,164,7.2e-12,44.6,0.1,1,1,3e-15,1.2e-11,43.8,0.1,0,47,264,420,264,423,0.95,SH3 domain,Transcript_6433.p2
Peroxin-13_N,PF04088.9,153,Transcript_6433,-,164,1.2e-08,35.0,0.1,1,1,4.1e-12,1.6e-08,34.5,0.1,99,153,36,180,3,180,0.73,"Peroxin 13, N-terminal region",Transcript_6433.p2
SH3_2,PF07653.13,55,Transcript_6433,-,164,1.8e-08,33.8,0.0,1,1,6.4e-12,2.6e-08,33.3,0.0,0,54,258,438,258,441,0.9,Variant SH3 domain,Transcript_6433.p2
SH3_9,PF14604.2,49,Transcript_6433,-,164,2.8e-08,33.4,0.0,1,1,9.9e-12,4e-08,32.8,0.0,0,49,267,435,267,435,0.93,Variant SH3 domain,Transcript_6433.p2
Chitin_synth_1,PF01644.13,159,Transcript_6434,-,105,5.9e-36,123.7,0.0,1,1,4e-40,6.5e-36,123.6,0.0,8,111,0,315,0,315,0.95,Chitin synthase,Transcript_6434.p1
HMA,PF00403.22,62,Transcript_6436,-,81,2.7e-13,50.0,3.2,1,2,0.006,97.0,3.4,0.0,49,62,18,57,0,57,0.77,Heavy-metal-associated domain,Transcript_6436.p1
HMA,PF00403.22,62,Transcript_6436,-,81,2.7e-13,50.0,3.2,2,2,3.1e-16,5e-12,46.0,2.2,1,44,111,240,108,243,0.95,Heavy-metal-associated domain,Transcript_6436.p1
Ank_4,PF13637.2,54,Transcript_6437,-,185,1.3e-07,32.0,0.0,1,1,3.1e-11,2.5e-07,31.1,0.0,1,45,420,552,417,555,0.93,Ankyrin repeats (many copies),Transcript_6437.p1
Ank_5,PF13857.2,56,Transcript_6437,-,185,4.5e-06,26.8,0.0,1,1,1e-09,8.2e-06,26.0,0.0,9,53,405,531,387,537,0.91,Ankyrin repeats (many copies),Transcript_6437.p1
SUR7,PF06687.8,209,Transcript_6439,-,82,3.8e-06,26.5,0.2,1,1,2.9e-10,4.7e-06,26.2,0.2,166,209,3,126,0,126,0.96,SUR7/PalI family,Transcript_6439.p2
zf-C2H2,PF00096.22,23,Transcript_6440,-,189,2.2e-09,37.1,9.4,1,3,0.23,1800.0,-0.4,0.0,13,21,15,39,6,42,0.81,"Zinc finger, C2H2 type",Transcript_6440.p1
zf-C2H2,PF00096.22,23,Transcript_6440,-,189,2.2e-09,37.1,9.4,2,3,3e-08,0.00024,21.2,1.6,0,23,315,384,315,384,0.98,"Zinc finger, C2H2 type",Transcript_6440.p1
zf-C2H2,PF00096.22,23,Transcript_6440,-,189,2.2e-09,37.1,9.4,3,3,1.1e-07,0.00085,19.5,0.4,0,21,399,462,399,465,0.91,"Zinc finger, C2H2 type",Transcript_6440.p1
zf-C2H2_4,PF13894.2,24,Transcript_6440,-,189,4.5e-07,30.1,7.6,1,3,1.9,15000.0,-2.8,0.0,11,21,9,39,6,39,0.75,C2H2-type zinc finger,Transcript_6440.p1
zf-C2H2_4,PF13894.2,24,Transcript_6440,-,189,4.5e-07,30.1,7.6,2,3,5.1e-07,0.0041,17.7,1.4,0,23,315,384,315,387,0.95,C2H2-type zinc finger,Transcript_6440.p1
zf-C2H2_4,PF13894.2,24,Transcript_6440,-,189,4.5e-07,30.1,7.6,3,3,2.7e-06,0.022,15.5,0.2,0,20,399,459,399,468,0.9,C2H2-type zinc finger,Transcript_6440.p1
UbiD,PF01977.12,403,Transcript_6441,-,445,2.3e-96,322.9,0.0,1,1,1.8e-100,2.9e-96,322.6,0.0,46,402,12,1134,3,1137,0.93,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Transcript_6441.p1
TYA,PF01021.15,98,Transcript_6443,-,225,6.8e-18,64.7,9.3,1,2,4.2e-22,6.8e-18,64.7,9.3,55,98,0,129,0,129,0.99,TYA transposon protein,Transcript_6443.p1
TYA,PF01021.15,98,Transcript_6443,-,225,6.8e-18,64.7,9.3,2,2,0.29,4700.0,-2.1,0.1,20,31,228,261,180,318,0.57,TYA transposon protein,Transcript_6443.p1
Exo5,PF09810.5,341,Transcript_6444,-,186,7e-26,91.4,0.6,1,1,5.2e-30,8.4e-26,91.1,0.6,41,175,24,552,3,558,0.87,Exonuclease V - a 5' deoxyribonuclease,Transcript_6444.p1
Methyltransf_11,PF08241.8,95,Transcript_6447,-,297,1.7e-18,66.9,0.0,1,1,1.3e-21,2.7e-18,66.2,0.0,0,95,141,435,141,435,0.97,Methyltransferase domain,Transcript_6447.p1
Methyltransf_12,PF08242.8,99,Transcript_6447,-,297,2.7e-13,50.3,0.0,1,1,2.3e-16,4.7e-13,49.5,0.0,0,98,141,426,141,429,0.87,Methyltransferase domain,Transcript_6447.p1
Methyltransf_31,PF13847.2,152,Transcript_6447,-,297,6.7e-13,48.6,0.0,1,1,4.8e-16,9.8e-13,48.0,0.0,4,107,132,432,120,564,0.91,Methyltransferase domain,Transcript_6447.p1
Methyltransf_18,PF12847.3,110,Transcript_6447,-,297,3.2e-12,47.1,0.0,1,1,3e-15,6.1e-12,46.2,0.0,2,105,132,429,126,438,0.83,Methyltransferase domain,Transcript_6447.p1
Methyltransf_25,PF13649.2,101,Transcript_6447,-,297,1.3e-09,38.4,0.0,1,1,1.3e-12,2.6e-09,37.4,0.0,1,101,141,423,138,423,0.9,Methyltransferase domain,Transcript_6447.p1
Methyltransf_23,PF13489.2,165,Transcript_6447,-,297,8.2e-09,35.4,0.0,1,1,7.5e-12,1.5e-08,34.6,0.0,13,115,99,429,54,456,0.73,Methyltransferase domain,Transcript_6447.p1
Ubie_methyltran,PF01209.14,233,Transcript_6447,-,297,1.6e-06,27.5,0.0,1,1,1.2e-09,2.3e-06,27.0,0.0,39,172,99,498,87,555,0.8,ubiE/COQ5 methyltransferase family,Transcript_6447.p1
CMAS,PF02353.16,273,Transcript_6447,-,297,2.7e-06,26.7,0.0,1,1,2.1e-09,4.2e-06,26.1,0.0,59,163,114,432,54,459,0.84,Mycolic acid cyclopropane synthetase,Transcript_6447.p1
RibD_C,PF01872.13,200,Transcript_6448,-,245,5.9e-50,169.7,0.0,1,1,4.1e-54,6.7e-50,169.6,0.0,0,200,87,711,87,711,0.94,RibD C-terminal domain,Transcript_6448.p1
Arv1,PF04161.9,198,Transcript_6450,-,90,2.1e-31,109.7,5.7,1,1,1.3e-35,2.2e-31,109.6,5.7,0,66,3,213,3,264,0.91,Arv1-like family,Transcript_6450.p1
Transp_cyt_pur,PF02133.11,440,Transcript_6452,-,81,1.7e-11,43.4,2.6,1,1,1.1e-15,1.8e-11,43.4,2.6,56,131,3,228,0,243,0.9,"Permease for cytosine/purines, uracil, thiamine, allantoin",Transcript_6452.p1
Vps4_C,PF09336.6,61,Transcript_6457,-,104,5.6e-06,26.1,0.2,1,2,0.38,6100.0,-2.8,0.0,43,52,105,132,99,144,0.76,Vps4 C terminal oligomerisation domain,Transcript_6457.p1
Vps4_C,PF09336.6,61,Transcript_6457,-,104,5.6e-06,26.1,0.2,2,2,6.9e-10,1.1e-05,25.1,0.0,26,61,171,276,156,276,0.87,Vps4 C terminal oligomerisation domain,Transcript_6457.p1
EamA,PF00892.16,137,Transcript_6458,-,394,4.1e-09,36.6,31.2,1,3,0.024,390.0,1.0,0.8,1,47,42,186,24,222,0.62,EamA-like transporter family,Transcript_6458.p1
EamA,PF00892.16,137,Transcript_6458,-,394,4.1e-09,36.6,31.2,2,3,6.6e-10,1.1e-05,25.5,3.4,74,136,408,594,336,597,0.89,EamA-like transporter family,Transcript_6458.p1
EamA,PF00892.16,137,Transcript_6458,-,394,4.1e-09,36.6,31.2,3,3,1.7e-08,0.00028,20.9,12.4,1,136,672,1098,669,1101,0.79,EamA-like transporter family,Transcript_6458.p1
Glyco_hydro_72,PF03198.10,315,Transcript_6460,-,107,9.7e-51,172.7,1.0,1,1,6.5e-55,1.1e-50,172.6,1.0,148,257,0,321,0,321,0.98,Glucanosyltransferase,Transcript_6460.p1
GST_N_2,PF13409.2,70,Transcript_6461,-,371,2.8e-25,88.2,0.0,1,2,1.4e-28,1.1e-24,86.3,0.0,0,69,132,549,132,552,0.87,"Glutathione S-transferase, N-terminal domain",Transcript_6461.p1
GST_N_2,PF13409.2,70,Transcript_6461,-,371,2.8e-25,88.2,0.0,2,2,0.67,5400.0,-2.4,0.0,27,47,1026,1080,942,1083,0.56,"Glutathione S-transferase, N-terminal domain",Transcript_6461.p1
GST_C_2,PF13410.2,70,Transcript_6461,-,371,8.8e-12,44.7,0.0,1,1,3.2e-15,2.6e-11,43.2,0.0,2,69,699,972,693,975,0.86,"Glutathione S-transferase, C-terminal domain",Transcript_6461.p1
Lectin_leg-like,PF03388.9,230,Transcript_6463,-,339,7.4e-10,38.4,0.1,1,2,0.00044,7.2,5.7,0.0,57,90,15,117,6,147,0.82,Legume-like lectin family,Transcript_6463.p1
Lectin_leg-like,PF03388.9,230,Transcript_6463,-,339,7.4e-10,38.4,0.1,2,2,1.2e-11,1.9e-07,30.5,0.0,91,228,192,645,159,651,0.78,Legume-like lectin family,Transcript_6463.p1
EF-hand_6,PF13405.2,31,Transcript_6468,-,134,2.8e-06,26.7,0.6,1,4,3.9e-07,0.0064,16.2,0.1,3,27,15,87,9,108,0.92,EF-hand domain,Transcript_6468.p1
EF-hand_6,PF13405.2,31,Transcript_6468,-,134,2.8e-06,26.7,0.6,2,4,0.0044,71.0,3.6,0.0,11,27,150,198,120,231,0.85,EF-hand domain,Transcript_6468.p1
EF-hand_6,PF13405.2,31,Transcript_6468,-,134,2.8e-06,26.7,0.6,3,4,0.0058,94.0,3.2,0.0,9,31,234,297,207,297,0.82,EF-hand domain,Transcript_6468.p1
EF-hand_6,PF13405.2,31,Transcript_6468,-,134,2.8e-06,26.7,0.6,4,4,0.65,11000.0,-3.2,0.0,9,15,354,372,345,375,0.62,EF-hand domain,Transcript_6468.p1
Utp12,PF04003.8,104,Transcript_6470,-,207,4.2e-09,36.6,0.1,1,1,4.4e-13,7.2e-09,35.9,0.1,1,58,435,618,432,621,0.9,Dip2/Utp12 Family,Transcript_6470.p1
SURF1,PF02104.11,161,Transcript_6472,-,248,3e-20,72.9,0.0,1,1,3.5e-24,5.6e-20,72.1,0.0,59,161,3,633,0,633,0.83,SURF1 family,Transcript_6472.p1
ABC_tran,PF00005.23,137,Transcript_6473,-,615,4e-50,169.7,0.1,1,3,4.3e-25,5.4e-22,78.6,0.0,2,137,306,777,300,777,0.72,ABC transporter,Transcript_6473.p1
ABC_tran,PF00005.23,137,Transcript_6473,-,615,4e-50,169.7,0.1,2,3,7.5,9400.0,-3.1,0.1,83,85,1005,1011,903,1128,0.5,ABC transporter,Transcript_6473.p1
ABC_tran,PF00005.23,137,Transcript_6473,-,615,4e-50,169.7,0.1,3,3,4.8e-28,6e-25,88.2,0.0,1,137,1245,1644,1242,1644,0.91,ABC transporter,Transcript_6473.p1
AAA_21,PF13304.2,303,Transcript_6473,-,615,9.6e-23,81.6,1.8,1,3,2.8e-08,3.5e-05,24.0,0.2,3,303,345,873,339,873,0.56,"AAA domain, putative AbiEii toxin, Type IV TA system",Transcript_6473.p1
AAA_21,PF13304.2,303,Transcript_6473,-,615,9.6e-23,81.6,1.8,2,3,5e-07,0.00062,19.9,0.2,2,79,1284,1500,1281,1509,0.67,"AAA domain, putative AbiEii toxin, Type IV TA system",Transcript_6473.p1
AAA_21,PF13304.2,303,Transcript_6473,-,615,9.6e-23,81.6,1.8,3,3,8.2e-10,1e-06,29.0,0.0,189,301,1407,1734,1377,1740,0.77,"AAA domain, putative AbiEii toxin, Type IV TA system",Transcript_6473.p1
ABC_tran_Xtn,PF12848.3,85,Transcript_6473,-,615,9.1e-22,76.8,1.8,1,3,3.3,4100.0,-2.3,0.1,35,49,495,537,486,549,0.73,ABC transporter,Transcript_6473.p1
ABC_tran_Xtn,PF12848.3,85,Transcript_6473,-,615,9.1e-22,76.8,1.8,2,3,7.3e-25,9.1e-22,76.8,1.8,1,72,894,1107,891,1152,0.92,ABC transporter,Transcript_6473.p1
ABC_tran_Xtn,PF12848.3,85,Transcript_6473,-,615,9.1e-22,76.8,1.8,3,3,4.6,5700.0,-2.7,0.0,2,24,1764,1830,1761,1836,0.82,ABC transporter,Transcript_6473.p1
SMC_N,PF02463.15,220,Transcript_6473,-,615,3.5e-10,39.5,1.0,1,4,0.0017,2.1,7.6,0.0,28,44,345,393,318,399,0.9,RecF/RecN/SMC N terminal domain,Transcript_6473.p1
SMC_N,PF02463.15,220,Transcript_6473,-,615,3.5e-10,39.5,1.0,2,4,0.0023,2.9,7.1,0.0,134,208,663,891,462,921,0.68,RecF/RecN/SMC N terminal domain,Transcript_6473.p1
SMC_N,PF02463.15,220,Transcript_6473,-,615,3.5e-10,39.5,1.0,3,4,0.00038,0.47,9.7,0.0,26,72,1281,1419,1242,1500,0.73,RecF/RecN/SMC N terminal domain,Transcript_6473.p1
SMC_N,PF02463.15,220,Transcript_6473,-,615,3.5e-10,39.5,1.0,4,4,0.00024,0.3,10.4,0.0,130,212,1539,1767,1374,1788,0.8,RecF/RecN/SMC N terminal domain,Transcript_6473.p1
AAA_29,PF13555.2,61,Transcript_6473,-,615,1.3e-08,34.3,0.0,1,2,3e-05,0.038,13.6,0.0,24,44,339,399,300,417,0.85,P-loop containing region of AAA domain,Transcript_6473.p1
AAA_29,PF13555.2,61,Transcript_6473,-,615,1.3e-08,34.3,0.0,2,2,1.2e-06,0.0015,18.0,0.0,16,50,1257,1359,1233,1374,0.79,P-loop containing region of AAA domain,Transcript_6473.p1
AAA_17,PF13207.2,122,Transcript_6473,-,615,3.2e-08,34.6,2.1,1,2,4.3e-05,0.053,14.5,0.1,7,54,357,528,336,840,0.65,AAA domain,Transcript_6473.p1
AAA_17,PF13207.2,122,Transcript_6473,-,615,3.2e-08,34.6,2.1,2,2,3.2e-05,0.04,14.9,0.3,0,65,1278,1566,1278,1830,0.46,AAA domain,Transcript_6473.p1
DUF258,PF03193.12,167,Transcript_6473,-,615,4.6e-08,33.0,0.1,1,3,0.004,4.9,6.9,0.0,102,122,342,402,315,435,0.86,"Protein of unknown function, DUF258",Transcript_6473.p1
DUF258,PF03193.12,167,Transcript_6473,-,615,4.6e-08,33.0,0.1,2,3,0.16,200.0,1.7,0.1,32,99,819,1038,801,1056,0.83,"Protein of unknown function, DUF258",Transcript_6473.p1
DUF258,PF03193.12,167,Transcript_6473,-,615,4.6e-08,33.0,0.1,3,3,3.8e-07,0.00047,20.0,0.0,89,134,1242,1380,1200,1413,0.82,"Protein of unknown function, DUF258",Transcript_6473.p1
AAA_18,PF13238.2,129,Transcript_6473,-,615,2.2e-07,31.3,0.1,1,3,0.0011,1.4,9.3,0.0,3,42,348,450,342,615,0.58,AAA domain,Transcript_6473.p1
AAA_18,PF13238.2,129,Transcript_6473,-,615,2.2e-07,31.3,0.1,2,3,3.0,3800.0,-1.8,0.1,48,69,975,1065,882,1113,0.51,AAA domain,Transcript_6473.p1
AAA_18,PF13238.2,129,Transcript_6473,-,615,2.2e-07,31.3,0.1,3,3,2.2e-06,0.0027,18.0,0.0,0,66,1281,1497,1281,1725,0.84,AAA domain,Transcript_6473.p1
AAA_23,PF13476.2,200,Transcript_6473,-,615,2.5e-07,31.3,10.1,1,4,7.2,9000.0,-3.2,1.3,110,124,66,108,21,213,0.36,AAA domain,Transcript_6473.p1
AAA_23,PF13476.2,200,Transcript_6473,-,615,2.5e-07,31.3,10.1,2,4,0.00011,0.13,12.6,0.1,23,40,345,396,336,399,0.89,AAA domain,Transcript_6473.p1
AAA_23,PF13476.2,200,Transcript_6473,-,615,2.5e-07,31.3,10.1,3,4,0.0093,12.0,6.2,0.4,152,189,930,1104,495,1110,0.75,AAA domain,Transcript_6473.p1
AAA_23,PF13476.2,200,Transcript_6473,-,615,2.5e-07,31.3,10.1,4,4,3.7e-06,0.0047,17.3,0.0,22,55,1284,1395,1236,1614,0.7,AAA domain,Transcript_6473.p1
AAA_22,PF13401.2,137,Transcript_6473,-,615,1.7e-06,28.2,0.0,1,2,0.00038,0.48,10.6,0.0,9,86,345,594,333,645,0.74,AAA domain,Transcript_6473.p1
AAA_22,PF13401.2,137,Transcript_6473,-,615,1.7e-06,28.2,0.0,2,2,2.9e-05,0.036,14.2,0.0,7,71,1281,1518,1269,1722,0.62,AAA domain,Transcript_6473.p1
AAA_15,PF13175.2,405,Transcript_6473,-,615,2.5e-06,27.1,0.2,1,5,0.00057,0.71,9.1,0.0,19,73,321,525,255,696,0.75,AAA ATPase domain,Transcript_6473.p1
AAA_15,PF13175.2,405,Transcript_6473,-,615,2.5e-06,27.1,0.2,2,5,0.49,610.0,-0.5,0.0,357,401,738,858,705,870,0.72,AAA ATPase domain,Transcript_6473.p1
